Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,ALD1AH1,KCNT2,HIGD1B,ALD1AH2,PDGFRB,CLDN5,CCL19,DCN,KCNJ8,VEGFC,IL1R1,TAGLN,MFSD2A,RARA,TMEM132C,ACKR1,RGS16,MECOM
12998,17902,443004,688.0,0,9,0,1,0,0,2,0,0,0,0,2,0,1,3,0,0,0
12999,16328,443140,450.3,0,0,0,0,1,34,0,0,0,0,4,0,11,0,2,0,1,4
13000,17588,440470,244.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13001,16299,441494,402.1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
13002,16934,443373,670.8,1,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,1,0
13003,18085,442394,292.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
13004,18577,441062,314.8,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0
13005,15830,441668,727.2,4,8,0,0,3,0,3,0,0,0,0,2,3,19,0,0,0,0
13006,14888,443495,227.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13007,15849,439244,600.7,2,3,0,0,0,0,2,0,0,0,0,3,0,1,2,0,0,0
13008,19484,440262,257.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13009,15249,439208,490.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13010,14907,443411,299.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13011,17889,443458,218.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13012,16532,438672,197.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13013,18146,439750,274.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13014,16512,440498,241.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13015,18555,441248,217.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,17701,442205,249.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13017,15420,440800,390.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13018,16797,440501,504.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13019,19280,438723,290.2,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0
13020,17401,440209,341.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13021,15576,442133,254.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13022,17835,439719,291.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13023,15653,442223,167.2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
13024,19325,442987,702.1,0,11,0,0,0,0,4,0,1,0,1,0,1,5,0,0,0,0
13025,18809,443067,434.3,0,0,0,2,6,1,1,0,0,0,3,0,0,1,3,1,0,0
13026,18527,440881,243.1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
13027,17413,440286,222.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13028,15224,442377,410.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13029,18572,443251,388.4,0,1,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,2
13030,16064,439152,518.2,1,5,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0
13031,16403,442243,561.4,2,5,0,0,2,0,2,0,1,0,0,1,1,2,0,0,2,0
13032,19415,442391,142.7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13033,17320,439772,307.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13034,15893,441062,379.5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
13035,19082,442219,208.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13036,16816,440228,435.6,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0
13037,17792,439679,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13038,16599,443290,297.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13039,16482,438609,192.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13040,19101,442156,205.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13041,15653,439846,446.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13042,18316,438761,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13043,17147,439652,499.4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
13044,19687,440401,385.2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
13045,16555,443263,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13046,16818,440122,494.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13047,15619,442088,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13048,15103,438970,355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13049,19266,442337,145.6,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0
13050,19084,441629,687.1,1,9,0,0,4,1,1,2,3,0,1,1,1,3,0,0,0,0
13051,15311,440541,136.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13052,19685,441934,455.5,0,11,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0
13053,18155,442434,250.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13054,19150,438621,367.5,0,0,0,2,2,0,0,0,0,0,1,0,0,1,5,0,0,0
13055,19293,442353,128.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13056,19391,441490,217.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13057,15803,441102,224.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13058,17822,442951,180.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13059,17503,441543,190.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13060,18885,442413,190.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13061,15772,442748,458.9,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0
13062,17263,439736,249.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13063,18083,439753,208.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13064,17322,442205,126.1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
13065,19019,441147,128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13066,14944,442648,173.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13067,19222,442414,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13068,16356,441128,120.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13069,18906,442445,205.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13070,18348,438793,156.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13071,18068,438768,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13072,16478,438645,128.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13073,18063,438982,121.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13074,15781,439422,121.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13075,17137,440419,107.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13076,19661,439861,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13077,17545,440347,105.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13078,19379,441529,134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13079,22476,444301,451.5,1,0,1,2,16,0,2,0,0,0,0,0,0,4,5,0,0,0
13080,20397,445139,401.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13081,20050,446438,411.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13082,21713,447612,505.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13083,22672,447278,477.1,0,2,0,0,1,0,0,0,0,0,0,2,0,1,4,0,0,0
13084,23690,445547,471.7,0,0,0,3,7,0,0,0,0,0,1,2,0,0,7,1,1,0
13085,20658,445817,512.8,0,0,0,0,4,0,1,0,0,0,0,2,0,2,1,0,0,0
13086,22874,445823,476.6,0,1,0,2,17,0,1,0,1,1,0,0,0,0,4,1,0,0
13087,22728,448351,419.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13088,21794,447690,405.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13089,24084,445007,451.5,0,0,0,5,13,0,1,0,0,0,0,0,0,0,4,1,0,0
13090,20137,448099,731.2,0,7,0,0,2,0,4,0,0,0,0,2,0,7,0,1,0,0
13091,20008,446271,512.2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
13092,20453,445227,417.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13093,21403,448333,451.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13094,24557,446732,411.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
13095,22596,444482,879.4,6,17,0,0,1,0,3,5,3,1,0,4,2,7,1,2,1,0
13096,20129,445531,463.7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
13097,20077,447006,380.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13098,22391,447513,549.4,1,6,0,0,0,0,5,0,0,0,0,2,1,6,0,3,0,0
13099,20233,443872,403.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13100,21686,444304,397.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13101,23256,447833,591.0,1,0,0,0,3,39,1,0,0,1,0,0,10,0,0,0,0,5
13102,23284,445656,439.3,0,3,1,1,1,0,1,1,0,0,0,0,0,1,5,0,0,0
13103,24535,444773,390.4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
13104,20195,444371,445.1,0,0,0,0,0,24,0,0,0,0,0,0,4,1,3,0,0,6
13105,22135,445788,375.3,0,1,0,0,19,0,1,2,0,0,1,1,0,0,0,0,1,0
13106,22972,446778,367.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13107,21714,447510,389.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
13108,21877,447225,334.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13109,24271,444906,382.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13110,20584,444246,569.6,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
13111,20381,445995,579.5,0,11,0,2,1,0,2,0,0,1,0,1,0,5,7,0,0,0
13112,20144,443934,304.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13113,24293,447143,333.4,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,2
13114,21249,444625,576.8,0,6,0,0,0,0,3,0,0,0,1,1,2,0,0,1,0,0
13115,22067,447768,493.1,0,0,0,0,12,1,2,0,0,0,2,1,1,3,4,0,0,0
13116,22600,445346,402.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13117,24030,447793,667.2,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
13118,23255,444810,421.5,0,0,0,1,6,0,2,0,0,0,1,0,2,1,3,0,0,0
13119,22253,444982,651.3,9,12,0,2,2,0,4,0,0,0,0,6,2,12,0,17,1,1
13120,24543,443797,733.8,4,0,1,2,1,0,2,0,2,0,0,0,0,3,0,0,0,0
13121,20092,446342,429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13122,23342,444423,408.7,0,1,0,0,1,0,1,0,0,0,0,2,0,0,6,0,1,1
13123,20202,447577,408.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13124,23295,447632,403.8,0,4,1,0,18,0,0,1,0,0,1,0,0,0,0,0,1,0
13125,23712,447297,547.6,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
13126,22762,443592,432.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13127,20501,445080,478.9,0,3,1,0,18,16,0,0,1,0,1,1,2,1,2,0,0,2
13128,20288,446794,516.9,1,0,0,0,2,15,0,0,0,1,1,0,1,0,0,0,0,11
13129,24571,448115,423.7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0
13130,24515,448043,422.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
13131,24483,444876,361.6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
13132,19989,447285,406.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
13133,21438,444451,504.2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0
13134,23996,443772,401.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13135,20882,444382,456.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13136,23711,443901,410.4,0,0,0,3,7,0,1,0,0,0,0,0,0,1,4,0,1,0
13137,20127,443812,480.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13138,20683,448040,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13139,23662,446178,318.2,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,2
13140,23222,448103,325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13141,21151,444173,518.2,0,0,0,0,0,40,0,0,0,0,0,0,6,0,2,0,0,2
13142,23424,444516,713.0,0,9,0,0,0,0,2,0,1,0,0,0,0,5,0,2,1,0
13143,19774,447855,359.8,0,1,0,0,0,22,0,0,0,0,0,0,3,1,0,0,0,3
13144,23489,448340,450.6,1,0,0,2,3,0,0,0,0,1,0,0,0,0,3,0,0,0
13145,20399,445732,390.4,0,0,0,0,0,11,0,0,0,1,0,0,2,0,1,0,0,1
13146,22498,444969,389.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13147,21982,445180,441.1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0
13148,23764,444883,312.5,0,0,1,0,0,23,0,0,0,0,1,1,8,0,0,0,0,4
13149,21729,444151,484.6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
13150,24576,447163,389.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13151,21873,445095,455.7,0,0,0,0,0,16,0,0,0,0,5,0,3,0,1,0,0,5
13152,20939,445083,628.4,1,3,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0
13153,21805,444851,237.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13154,23479,443615,305.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13155,23384,447587,468.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13156,22494,446448,408.7,0,2,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0
13157,21620,446492,395.5,0,0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,4
13158,20840,443581,407.5,0,0,0,0,0,11,0,0,0,1,3,0,4,0,0,0,0,1
13159,21408,448421,260.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13160,20129,447552,306.8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
13161,20595,445610,360.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13162,24065,443881,649.5,1,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0
13163,20061,447957,311.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13164,21603,444107,365.4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0
13165,20783,446993,367.8,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0
13166,22417,447246,338.3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,1,0,0
13167,20949,445346,233.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
13168,20349,446899,245.5,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
13169,20773,447470,259.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13170,23394,446939,417.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13171,20710,448094,230.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13172,23493,446062,471.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13173,19798,443620,659.7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
13174,22307,447573,372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
13175,21212,444762,155.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13176,24398,447137,341.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13177,20827,447851,380.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13178,23041,448117,271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13179,19972,446980,212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13180,21589,447490,190.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13181,22474,445086,556.4,2,9,0,0,2,0,1,2,2,0,0,1,3,7,0,4,0,0
13182,22610,445264,275.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13183,24579,446321,410.4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13184,22431,446757,224.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13185,23624,446335,558.7,2,0,0,0,0,2,4,0,0,0,2,2,1,1,1,0,0,0
13186,23261,447262,326.2,0,0,0,0,1,17,0,0,0,0,0,0,2,0,0,0,0,0
13187,20799,447427,196.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13188,22178,446623,377.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13189,23371,443641,555.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
13190,21675,446253,328.5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0
13191,23235,445846,391.4,1,2,0,0,1,2,2,2,0,1,0,0,0,0,0,1,0,0
13192,23170,446555,554.8,0,7,0,0,1,0,5,0,0,0,0,0,0,8,0,1,2,0
13193,24572,446950,668.2,1,4,0,1,0,0,6,0,1,0,1,1,4,7,0,0,0,0
13194,21554,444493,362.8,0,1,0,0,0,12,0,0,0,1,3,0,4,0,0,0,0,2
13195,22850,448188,468.6,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,3,0
13196,22477,446903,466.5,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0
13197,20550,445685,409.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13198,22235,448227,237.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13199,20881,444651,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13200,24411,444915,383.6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13201,22596,447256,367.1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0
13202,24518,448227,376.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13203,20816,444661,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13204,20019,447384,513.4,0,6,0,1,1,1,1,0,0,0,0,1,1,1,2,1,4,0
13205,21789,444369,639.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
13206,22686,443545,315.1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,3,0,0,2
13207,23345,447387,452.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13208,24295,447992,503.4,0,4,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0
13209,23276,445331,353.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13210,24280,443539,233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13211,22261,446018,307.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13212,21638,446574,471.7,1,0,0,0,7,4,0,0,0,0,0,1,0,0,0,0,0,1
13213,23587,447665,332.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13214,23293,445581,135.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13215,23226,445298,146.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13216,24478,444812,163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13217,22861,448277,545.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
13218,22247,446078,306.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,19769,443877,503.3,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
13220,20998,445253,136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13221,23337,445700,181.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13222,24062,447403,366.7,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
13223,21403,448260,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13224,22015,445551,178.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13225,21619,447603,121.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13226,20480,445668,194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227,23543,446017,456.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13228,23642,443886,162.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13229,22023,445513,129.3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
13230,22189,445939,112.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13231,22235,446126,268.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13232,19981,446888,362.2,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
13233,24347,447211,129.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13234,19930,447016,148.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13235,23182,443585,105.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13236,21626,446641,168.1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
13237,24251,447089,149.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13238,21985,446384,97.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13239,22698,447815,524.1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
13240,19727,444578,305.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13241,21610,447562,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13242,22989,443560,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13243,22042,446612,106.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13244,23289,446633,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13245,23383,443555,388.3,1,4,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0
13246,23640,452866,463.7,1,7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
13247,22737,451532,509.1,1,1,0,3,8,0,1,0,0,0,1,0,2,2,4,0,0,0
13248,21213,452514,408.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13249,23912,451983,485.7,0,0,0,4,14,0,0,0,0,0,0,2,0,1,7,0,0,0
13250,20619,448676,409.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13251,24560,451269,394.7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13252,20973,452122,402.7,0,1,0,0,0,5,1,0,0,1,0,0,0,2,1,0,0,0
13253,24012,452003,390.4,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0
13254,20276,452460,410.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13255,20928,450279,430.1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0
13256,21607,452319,396.7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
13257,23626,449451,759.9,1,11,0,1,2,0,7,1,5,2,0,0,2,9,1,5,0,0
13258,23009,452166,526.2,1,7,0,2,0,0,3,0,4,0,0,1,0,0,4,1,0,0
13259,22136,450875,543.9,0,13,0,0,0,0,3,0,0,1,0,2,0,2,0,0,1,0
13260,21616,449321,422.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13261,20958,450465,464.3,0,2,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0
13262,20962,451187,388.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13263,22146,453050,641.0,0,7,0,1,4,0,1,2,1,0,0,1,0,3,1,1,0,0
13264,22282,451900,409.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13265,24318,450399,560.8,1,14,0,1,1,0,2,0,1,1,0,5,0,2,0,0,0,0
13266,20401,449661,537.6,0,0,0,1,16,0,1,0,0,0,2,0,0,2,5,0,0,0
13267,23512,452045,498.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13268,21979,450519,386.7,0,0,0,2,8,0,0,0,0,0,1,0,0,1,2,0,0,0
13269,23586,452951,359.8,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
13270,23870,452166,367.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0
13271,23641,449119,456.9,3,0,0,0,0,0,0,0,1,0,0,4,0,2,3,0,0,0
13272,23589,449976,459.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
13273,23921,450425,524.5,1,0,1,1,1,0,2,1,0,0,0,1,0,1,1,0,0,1
13274,20127,450782,477.7,1,0,0,1,11,0,0,0,1,0,1,1,0,1,4,0,1,0
13275,20468,448870,411.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13276,24333,453202,540.2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
13277,20522,448705,389.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13278,22308,450707,553.0,2,6,0,1,0,0,3,0,0,1,0,2,0,1,8,1,0,1
13279,23573,449204,299.9,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1
